region,year,month,month_name,date,arrivals
Taiwan,2008,9,Sep,2008-09-01,12303
Thailand,2008,9,Sep,2008-09-01,24530
Total International Visitor Arrivals By Place Of Residence,2008,9,Sep,2008-09-01,745794
USA,2008,9,Sep,2008-09-01,25160
United Arab Emirates,2008,9,Sep,2008-09-01,3266
United Kingdom,2008,9,Sep,2008-09-01,34252
Vietnam,2008,9,Sep,2008-09-01,16065
West Asia,2008,9,Sep,2008-09-01,6922
Africa,2008,10,Oct,2008-10-01,7873
Americas,2008,10,Oct,2008-10-01,41640
Australia,2008,10,Oct,2008-10-01,75866
Bangladesh,2008,10,Oct,2008-10-01,8167
Belgium & Luxembourg,2008,10,Oct,2008-10-01,1563
Brunei Darussalam,2008,10,Oct,2008-10-01,3340
Canada,2008,10,Oct,2008-10-01,6708
China,2008,10,Oct,2008-10-01,76836
Denmark,2008,10,Oct,2008-10-01,2775
Egypt,2008,10,Oct,2008-10-01,337
Europe,2008,10,Oct,2008-10-01,110068
Finland,2008,10,Oct,2008-10-01,946
France,2008,10,Oct,2008-10-01,8200
Germany,2008,10,Oct,2008-10-01,16762
Greater China,2008,10,Oct,2008-10-01,111262
Hong Kong SAR,2008,10,Oct,2008-10-01,20016
India,2008,10,Oct,2008-10-01,67510
Indonesia,2008,10,Oct,2008-10-01,158276
Iran,2008,10,Oct,2008-10-01,1243
Israel,2008,10,Oct,2008-10-01,1075
Italy,2008,10,Oct,2008-10-01,3077
Japan,2008,10,Oct,2008-10-01,47736
Kuwait,2008,10,Oct,2008-10-01,265
Malaysia,2008,10,Oct,2008-10-01,54973
Mauritius,2008,10,Oct,2008-10-01,769
Myanmar,2008,10,Oct,2008-10-01,6581
Netherlands,2008,10,Oct,2008-10-01,6525
New Zealand,2008,10,Oct,2008-10-01,11008
North Asia,2008,10,Oct,2008-10-01,78748
Norway,2008,10,Oct,2008-10-01,2487
Oceania,2008,10,Oct,2008-10-01,88100
Other Markets In Africa,2008,10,Oct,2008-10-01,2908
Other Markets In Americas,2008,10,Oct,2008-10-01,3090
Other Markets In Europe,2008,10,Oct,2008-10-01,9786
Other Markets In Greater China,2008,10,Oct,2008-10-01,907
Other Markets In North Asia,2008,10,Oct,2008-10-01,82
Other Markets In Oceania,2008,10,Oct,2008-10-01,1226
Other Markets In South Asia,2008,10,Oct,2008-10-01,2198
Other Markets In Southeast Asia,2008,10,Oct,2008-10-01,2726
Other Markets In West Asia,2008,10,Oct,2008-10-01,1297
Others,2008,10,Oct,2008-10-01,568
Pakistan,2008,10,Oct,2008-10-01,1335
Philippines,2008,10,Oct,2008-10-01,38577
Rep Of Ireland,2008,10,Oct,2008-10-01,2439
Russian Federation,2008,10,Oct,2008-10-01,4748
Saudi Arabia,2008,10,Oct,2008-10-01,750
South Africa (Rep Of),2008,10,Oct,2008-10-01,3859
South Asia,2008,10,Oct,2008-10-01,85228
South Korea,2008,10,Oct,2008-10-01,30930
Southeast Asia,2008,10,Oct,2008-10-01,317385
Spain,2008,10,Oct,2008-10-01,2333
Sri Lanka,2008,10,Oct,2008-10-01,6018
Sweden,2008,10,Oct,2008-10-01,2684
Switzerland,2008,10,Oct,2008-10-01,6014
Taiwan,2008,10,Oct,2008-10-01,13503
Thailand,2008,10,Oct,2008-10-01,34193
Total International Visitor Arrivals By Place Of Residence,2008,10,Oct,2008-10-01,849400
USA,2008,10,Oct,2008-10-01,31842
United Arab Emirates,2008,10,Oct,2008-10-01,3898
United Kingdom,2008,10,Oct,2008-10-01,39729
Vietnam,2008,10,Oct,2008-10-01,18719
West Asia,2008,10,Oct,2008-10-01,8528
Africa,2008,11,Nov,2008-11-01,6482
Americas,2008,11,Nov,2008-11-01,40132
Australia,2008,11,Nov,2008-11-01,60257
Bangladesh,2008,11,Nov,2008-11-01,7379
Belgium & Luxembourg,2008,11,Nov,2008-11-01,2033
Brunei Darussalam,2008,11,Nov,2008-11-01,3989
Canada,2008,11,Nov,2008-11-01,7040
China,2008,11,Nov,2008-11-01,79096
Denmark,2008,11,Nov,2008-11-01,2507
Egypt,2008,11,Nov,2008-11-01,277
Europe,2008,11,Nov,2008-11-01,117515
Finland,2008,11,Nov,2008-11-01,1169
France,2008,11,Nov,2008-11-01,8782
Germany,2008,11,Nov,2008-11-01,16946
Greater China,2008,11,Nov,2008-11-01,111753
Hong Kong SAR,2008,11,Nov,2008-11-01,19197
India,2008,11,Nov,2008-11-01,56927
Indonesia,2008,11,Nov,2008-11-01,119530
Iran,2008,11,Nov,2008-11-01,1063
Israel,2008,11,Nov,2008-11-01,1002
Italy,2008,11,Nov,2008-11-01,3367
Japan,2008,11,Nov,2008-11-01,48225
Kuwait,2008,11,Nov,2008-11-01,221
Malaysia,2008,11,Nov,2008-11-01,60463
Mauritius,2008,11,Nov,2008-11-01,1177
Myanmar,2008,11,Nov,2008-11-01,5738
Netherlands,2008,11,Nov,2008-11-01,6121
New Zealand,2008,11,Nov,2008-11-01,7239
North Asia,2008,11,Nov,2008-11-01,72743
Norway,2008,11,Nov,2008-11-01,2615
Oceania,2008,11,Nov,2008-11-01,68586
Other Markets In Africa,2008,11,Nov,2008-11-01,2263
Other Markets In Americas,2008,11,Nov,2008-11-01,2379
Other Markets In Europe,2008,11,Nov,2008-11-01,10240
Other Markets In Greater China,2008,11,Nov,2008-11-01,925
Other Markets In North Asia,2008,11,Nov,2008-11-01,73
Other Markets In Oceania,2008,11,Nov,2008-11-01,1090
Other Markets In South Asia,2008,11,Nov,2008-11-01,2207
Other Markets In Southeast Asia,2008,11,Nov,2008-11-01,3000
Other Markets In West Asia,2008,11,Nov,2008-11-01,1137
Others,2008,11,Nov,2008-11-01,576
Pakistan,2008,11,Nov,2008-11-01,1739
Philippines,2008,11,Nov,2008-11-01,34208
Rep Of Ireland,2008,11,Nov,2008-11-01,2642
Russian Federation,2008,11,Nov,2008-11-01,5198
Saudi Arabia,2008,11,Nov,2008-11-01,607
South Africa (Rep Of),2008,11,Nov,2008-11-01,2765
South Asia,2008,11,Nov,2008-11-01,73883
South Korea,2008,11,Nov,2008-11-01,24445
Southeast Asia,2008,11,Nov,2008-11-01,266543
Spain,2008,11,Nov,2008-11-01,2623
Sri Lanka,2008,11,Nov,2008-11-01,5631
Sweden,2008,11,Nov,2008-11-01,2951
Switzerland,2008,11,Nov,2008-11-01,6570
Taiwan,2008,11,Nov,2008-11-01,12535
Thailand,2008,11,Nov,2008-11-01,21914
Total International Visitor Arrivals By Place Of Residence,2008,11,Nov,2008-11-01,765325
USA,2008,11,Nov,2008-11-01,30713
United Arab Emirates,2008,11,Nov,2008-11-01,3082
United Kingdom,2008,11,Nov,2008-11-01,43751
Vietnam,2008,11,Nov,2008-11-01,17701
West Asia,2008,11,Nov,2008-11-01,7112
Africa,2008,12,Dec,2008-12-01,10628
Americas,2008,12,Dec,2008-12-01,41347
Australia,2008,12,Dec,2008-12-01,79278
Bangladesh,2008,12,Dec,2008-12-01,7292
Belgium & Luxembourg,2008,12,Dec,2008-12-01,1859
Brunei Darussalam,2008,12,Dec,2008-12-01,8090
Canada,2008,12,Dec,2008-12-01,7664
China,2008,12,Dec,2008-12-01,66689
Denmark,2008,12,Dec,2008-12-01,2459
Egypt,2008,12,Dec,2008-12-01,382
Europe,2008,12,Dec,2008-12-01,116318
Finland,2008,12,Dec,2008-12-01,1512
France,2008,12,Dec,2008-12-01,8604
Germany,2008,12,Dec,2008-12-01,14272
Greater China,2008,12,Dec,2008-12-01,101998
Hong Kong SAR,2008,12,Dec,2008-12-01,22238
India,2008,12,Dec,2008-12-01,62641
Indonesia,2008,12,Dec,2008-12-01,180678
Iran,2008,12,Dec,2008-12-01,1392
Israel,2008,12,Dec,2008-12-01,789
Italy,2008,12,Dec,2008-12-01,3658
Japan,2008,12,Dec,2008-12-01,47602
Kuwait,2008,12,Dec,2008-12-01,450
Malaysia,2008,12,Dec,2008-12-01,84324
Mauritius,2008,12,Dec,2008-12-01,1682
Myanmar,2008,12,Dec,2008-12-01,6928
Netherlands,2008,12,Dec,2008-12-01,5773
New Zealand,2008,12,Dec,2008-12-01,8098
North Asia,2008,12,Dec,2008-12-01,69963
Norway,2008,12,Dec,2008-12-01,2559
Oceania,2008,12,Dec,2008-12-01,88456
Other Markets In Africa,2008,12,Dec,2008-12-01,3320
Other Markets In Americas,2008,12,Dec,2008-12-01,2106
Other Markets In Europe,2008,12,Dec,2008-12-01,11546
Other Markets In Greater China,2008,12,Dec,2008-12-01,1124
Other Markets In North Asia,2008,12,Dec,2008-12-01,53
Other Markets In Oceania,2008,12,Dec,2008-12-01,1080
Other Markets In South Asia,2008,12,Dec,2008-12-01,2942
Other Markets In Southeast Asia,2008,12,Dec,2008-12-01,2615
Other Markets In West Asia,2008,12,Dec,2008-12-01,1739
Others,2008,12,Dec,2008-12-01,74
Pakistan,2008,12,Dec,2008-12-01,1844
Philippines,2008,12,Dec,2008-12-01,37367
Rep Of Ireland,2008,12,Dec,2008-12-01,2653
Russian Federation,2008,12,Dec,2008-12-01,5138
Saudi Arabia,2008,12,Dec,2008-12-01,855
South Africa (Rep Of),2008,12,Dec,2008-12-01,5244
South Asia,2008,12,Dec,2008-12-01,84023
South Korea,2008,12,Dec,2008-12-01,22308
Southeast Asia,2008,12,Dec,2008-12-01,364652
Spain,2008,12,Dec,2008-12-01,2498
Sri Lanka,2008,12,Dec,2008-12-01,9304
Sweden,2008,12,Dec,2008-12-01,4322
Switzerland,2008,12,Dec,2008-12-01,5853
Taiwan,2008,12,Dec,2008-12-01,11947
Thailand,2008,12,Dec,2008-12-01,24747
Total International Visitor Arrivals By Place Of Residence,2008,12,Dec,2008-12-01,888001
USA,2008,12,Dec,2008-12-01,31577
United Arab Emirates,2008,12,Dec,2008-12-01,5317
United Kingdom,2008,12,Dec,2008-12-01,43612
Vietnam,2008,12,Dec,2008-12-01,19903
West Asia,2008,12,Dec,2008-12-01,10542
Africa,2009,1,Jan,2009-01-01,6874
Americas,2009,1,Jan,2009-01-01,38044
Australia,2009,1,Jan,2009-01-01,80008
Bangladesh,2009,1,Jan,2009-01-01,6209
Belgium & Luxembourg,2009,1,Jan,2009-01-01,1472
Brunei Darussalam,2009,1,Jan,2009-01-01,4080
Canada,2009,1,Jan,2009-01-01,7121
China,2009,1,Jan,2009-01-01,105144
Denmark,2009,1,Jan,2009-01-01,3373
Egypt,2009,1,Jan,2009-01-01,300
Europe,2009,1,Jan,2009-01-01,116663
Finland,2009,1,Jan,2009-01-01,1549
France,2009,1,Jan,2009-01-01,8168
Germany,2009,1,Jan,2009-01-01,14551
Greater China,2009,1,Jan,2009-01-01,145972
Hong Kong SAR,2009,1,Jan,2009-01-01,23399
India,2009,1,Jan,2009-01-01,46752
Indonesia,2009,1,Jan,2009-01-01,118342
Iran,2009,1,Jan,2009-01-01,1034
Israel,2009,1,Jan,2009-01-01,847
Italy,2009,1,Jan,2009-01-01,3564
Japan,2009,1,Jan,2009-01-01,38382
Kuwait,2009,1,Jan,2009-01-01,201
Malaysia,2009,1,Jan,2009-01-01,44243
Mauritius,2009,1,Jan,2009-01-01,894
Myanmar,2009,1,Jan,2009-01-01,5521
Netherlands,2009,1,Jan,2009-01-01,5696
New Zealand,2009,1,Jan,2009-01-01,7812
North Asia,2009,1,Jan,2009-01-01,63943
Norway,2009,1,Jan,2009-01-01,2734
Oceania,2009,1,Jan,2009-01-01,88918
Other Markets In Africa,2009,1,Jan,2009-01-01,2264
Other Markets In Americas,2009,1,Jan,2009-01-01,2078
Other Markets In Europe,2009,1,Jan,2009-01-01,11664
Other Markets In Greater China,2009,1,Jan,2009-01-01,1443
Other Markets In North Asia,2009,1,Jan,2009-01-01,45
Other Markets In Oceania,2009,1,Jan,2009-01-01,1098
Other Markets In South Asia,2009,1,Jan,2009-01-01,2488
Other Markets In Southeast Asia,2009,1,Jan,2009-01-01,2618
Other Markets In West Asia,2009,1,Jan,2009-01-01,983
Others,2009,1,Jan,2009-01-01,3
Pakistan,2009,1,Jan,2009-01-01,1257
Philippines,2009,1,Jan,2009-01-01,26249
Rep Of Ireland,2009,1,Jan,2009-01-01,2255
Russian Federation,2009,1,Jan,2009-01-01,8075
Saudi Arabia,2009,1,Jan,2009-01-01,446
South Africa (Rep Of),2009,1,Jan,2009-01-01,3416
South Asia,2009,1,Jan,2009-01-01,61028
South Korea,2009,1,Jan,2009-01-01,25516
Southeast Asia,2009,1,Jan,2009-01-01,243584
Spain,2009,1,Jan,2009-01-01,1957
Sri Lanka,2009,1,Jan,2009-01-01,4322
Sweden,2009,1,Jan,2009-01-01,4682
Switzerland,2009,1,Jan,2009-01-01,5378
Taiwan,2009,1,Jan,2009-01-01,15986
Thailand,2009,1,Jan,2009-01-01,22661
Total International Visitor Arrivals By Place Of Residence,2009,1,Jan,2009-01-01,772138
USA,2009,1,Jan,2009-01-01,28845
United Arab Emirates,2009,1,Jan,2009-01-01,3598
United Kingdom,2009,1,Jan,2009-01-01,41545
Vietnam,2009,1,Jan,2009-01-01,19870
West Asia,2009,1,Jan,2009-01-01,7109
Africa,2009,2,Feb,2009-02-01,4438
Americas,2009,2,Feb,2009-02-01,35014
Australia,2009,2,Feb,2009-02-01,51144
Bangladesh,2009,2,Feb,2009-02-01,6299
Belgium & Luxembourg,2009,2,Feb,2009-02-01,1447
Brunei Darussalam,2009,2,Feb,2009-02-01,3421
Canada,2009,2,Feb,2009-02-01,6443
China,2009,2,Feb,2009-02-01,80037
Denmark,2009,2,Feb,2009-02-01,3415
Egypt,2009,2,Feb,2009-02-01,362
Europe,2009,2,Feb,2009-02-01,116089
Finland,2009,2,Feb,2009-02-01,1827
France,2009,2,Feb,2009-02-01,9002
Germany,2009,2,Feb,2009-02-01,14985
Greater China,2009,2,Feb,2009-02-01,113312
Hong Kong SAR,2009,2,Feb,2009-02-01,19720
India,2009,2,Feb,2009-02-01,42275
Indonesia,2009,2,Feb,2009-02-01,103501
Iran,2009,2,Feb,2009-02-01,1525
Israel,2009,2,Feb,2009-02-01,994
Italy,2009,2,Feb,2009-02-01,3154
Japan,2009,2,Feb,2009-02-01,42807
Kuwait,2009,2,Feb,2009-02-01,228
Malaysia,2009,2,Feb,2009-02-01,45726
Mauritius,2009,2,Feb,2009-02-01,553
Myanmar,2009,2,Feb,2009-02-01,4909
Netherlands,2009,2,Feb,2009-02-01,5701
New Zealand,2009,2,Feb,2009-02-01,4327
North Asia,2009,2,Feb,2009-02-01,70257
Norway,2009,2,Feb,2009-02-01,2781
Oceania,2009,2,Feb,2009-02-01,56345
Other Markets In Africa,2009,2,Feb,2009-02-01,1507
Other Markets In Americas,2009,2,Feb,2009-02-01,1847
Other Markets In Europe,2009,2,Feb,2009-02-01,10084
Other Markets In Greater China,2009,2,Feb,2009-02-01,811
Other Markets In North Asia,2009,2,Feb,2009-02-01,63
Other Markets In Oceania,2009,2,Feb,2009-02-01,874
Other Markets In South Asia,2009,2,Feb,2009-02-01,1644
Other Markets In Southeast Asia,2009,2,Feb,2009-02-01,2079
Other Markets In West Asia,2009,2,Feb,2009-02-01,932
Others,2009,2,Feb,2009-02-01,0
Pakistan,2009,2,Feb,2009-02-01,1314
Philippines,2009,2,Feb,2009-02-01,28911
Rep Of Ireland,2009,2,Feb,2009-02-01,1967
Russian Federation,2009,2,Feb,2009-02-01,3828
Saudi Arabia,2009,2,Feb,2009-02-01,819
South Africa (Rep Of),2009,2,Feb,2009-02-01,2016
South Asia,2009,2,Feb,2009-02-01,56130
South Korea,2009,2,Feb,2009-02-01,27387
Southeast Asia,2009,2,Feb,2009-02-01,231174
Spain,2009,2,Feb,2009-02-01,1838
Sri Lanka,2009,2,Feb,2009-02-01,4598
Sweden,2009,2,Feb,2009-02-01,3343
Switzerland,2009,2,Feb,2009-02-01,5456
Taiwan,2009,2,Feb,2009-02-01,12744
Thailand,2009,2,Feb,2009-02-01,23335
Total International Visitor Arrivals By Place Of Residence,2009,2,Feb,2009-02-01,689935
USA,2009,2,Feb,2009-02-01,26724
United Arab Emirates,2009,2,Feb,2009-02-01,2678
United Kingdom,2009,2,Feb,2009-02-01,47261
Vietnam,2009,2,Feb,2009-02-01,19292
West Asia,2009,2,Feb,2009-02-01,7176
Africa,2009,3,Mar,2009-03-01,5570
Americas,2009,3,Mar,2009-03-01,41421
Australia,2009,3,Mar,2009-03-01,54821
Bangladesh,2009,3,Mar,2009-03-01,6699
Belgium & Luxembourg,2009,3,Mar,2009-03-01,1868
Brunei Darussalam,2009,3,Mar,2009-03-01,5390
Canada,2009,3,Mar,2009-03-01,7104
China,2009,3,Mar,2009-03-01,91275
Denmark,2009,3,Mar,2009-03-01,2949
Egypt,2009,3,Mar,2009-03-01,334
Europe,2009,3,Mar,2009-03-01,130029
Finland,2009,3,Mar,2009-03-01,1801
France,2009,3,Mar,2009-03-01,10418
Germany,2009,3,Mar,2009-03-01,19351
Greater China,2009,3,Mar,2009-03-01,125937
Hong Kong SAR,2009,3,Mar,2009-03-01,21290
India,2009,3,Mar,2009-03-01,46779
Indonesia,2009,3,Mar,2009-03-01,128446
Iran,2009,3,Mar,2009-03-01,8136
Israel,2009,3,Mar,2009-03-01,1025
Italy,2009,3,Mar,2009-03-01,3979
Japan,2009,3,Mar,2009-03-01,46797
Kuwait,2009,3,Mar,2009-03-01,188
Malaysia,2009,3,Mar,2009-03-01,59660
Mauritius,2009,3,Mar,2009-03-01,777
Myanmar,2009,3,Mar,2009-03-01,5916
Netherlands,2009,3,Mar,2009-03-01,5917
New Zealand,2009,3,Mar,2009-03-01,4819
North Asia,2009,3,Mar,2009-03-01,67628
Norway,2009,3,Mar,2009-03-01,3186
Oceania,2009,3,Mar,2009-03-01,60594
Other Markets In Africa,2009,3,Mar,2009-03-01,2119
Other Markets In Americas,2009,3,Mar,2009-03-01,2295
Other Markets In Europe,2009,3,Mar,2009-03-01,10593
Other Markets In Greater China,2009,3,Mar,2009-03-01,830
Other Markets In North Asia,2009,3,Mar,2009-03-01,72
Other Markets In Oceania,2009,3,Mar,2009-03-01,954
Other Markets In South Asia,2009,3,Mar,2009-03-01,2007
Other Markets In Southeast Asia,2009,3,Mar,2009-03-01,2404
Other Markets In West Asia,2009,3,Mar,2009-03-01,969
Others,2009,3,Mar,2009-03-01,103
Pakistan,2009,3,Mar,2009-03-01,1503
Philippines,2009,3,Mar,2009-03-01,35718
Rep Of Ireland,2009,3,Mar,2009-03-01,2211
Russian Federation,2009,3,Mar,2009-03-01,3939
Saudi Arabia,2009,3,Mar,2009-03-01,781
South Africa (Rep Of),2009,3,Mar,2009-03-01,2340
South Asia,2009,3,Mar,2009-03-01,61328
South Korea,2009,3,Mar,2009-03-01,20759
Southeast Asia,2009,3,Mar,2009-03-01,283896
Spain,2009,3,Mar,2009-03-01,2259
Sri Lanka,2009,3,Mar,2009-03-01,4340
Sweden,2009,3,Mar,2009-03-01,3114
Switzerland,2009,3,Mar,2009-03-01,5605
Taiwan,2009,3,Mar,2009-03-01,12542
Thailand,2009,3,Mar,2009-03-01,28055
Total International Visitor Arrivals By Place Of Residence,2009,3,Mar,2009-03-01,791236
USA,2009,3,Mar,2009-03-01,32022
United Arab Emirates,2009,3,Mar,2009-03-01,3631
United Kingdom,2009,3,Mar,2009-03-01,52839
Vietnam,2009,3,Mar,2009-03-01,18307
West Asia,2009,3,Mar,2009-03-01,14730
Africa,2009,4,Apr,2009-04-01,6044
Americas,2009,4,Apr,2009-04-01,36347
Australia,2009,4,Apr,2009-04-01,65046
Bangladesh,2009,4,Apr,2009-04-01,6521
Belgium & Luxembourg,2009,4,Apr,2009-04-01,1946
Brunei Darussalam,2009,4,Apr,2009-04-01,3759
Canada,2009,4,Apr,2009-04-01,5866
China,2009,4,Apr,2009-04-01,86525
Denmark,2009,4,Apr,2009-04-01,2511
Egypt,2009,4,Apr,2009-04-01,297
Europe,2009,4,Apr,2009-04-01,108721
Finland,2009,4,Apr,2009-04-01,1361
France,2009,4,Apr,2009-04-01,9831
Germany,2009,4,Apr,2009-04-01,15931
Greater China,2009,4,Apr,2009-04-01,128044
Hong Kong SAR,2009,4,Apr,2009-04-01,28587
India,2009,4,Apr,2009-04-01,55994
Indonesia,2009,4,Apr,2009-04-01,126815
Iran,2009,4,Apr,2009-04-01,911
Israel,2009,4,Apr,2009-04-01,606
Italy,2009,4,Apr,2009-04-01,2861
Japan,2009,4,Apr,2009-04-01,31633
Kuwait,2009,4,Apr,2009-04-01,197
Malaysia,2009,4,Apr,2009-04-01,51299
Mauritius,2009,4,Apr,2009-04-01,945
Myanmar,2009,4,Apr,2009-04-01,8226
Netherlands,2009,4,Apr,2009-04-01,5109
New Zealand,2009,4,Apr,2009-04-01,6620
North Asia,2009,4,Apr,2009-04-01,53014
Norway,2009,4,Apr,2009-04-01,3076
Oceania,2009,4,Apr,2009-04-01,72719
Other Markets In Africa,2009,4,Apr,2009-04-01,2079
Other Markets In Americas,2009,4,Apr,2009-04-01,2194
Other Markets In Europe,2009,4,Apr,2009-04-01,8433
Other Markets In Greater China,2009,4,Apr,2009-04-01,962
Other Markets In North Asia,2009,4,Apr,2009-04-01,58
Other Markets In Oceania,2009,4,Apr,2009-04-01,1053
Other Markets In South Asia,2009,4,Apr,2009-04-01,1907
Other Markets In Southeast Asia,2009,4,Apr,2009-04-01,4023
Other Markets In West Asia,2009,4,Apr,2009-04-01,1207
Others,2009,4,Apr,2009-04-01,2
Pakistan,2009,4,Apr,2009-04-01,1442
Philippines,2009,4,Apr,2009-04-01,44622
Rep Of Ireland,2009,4,Apr,2009-04-01,1878
Russian Federation,2009,4,Apr,2009-04-01,3436
Saudi Arabia,2009,4,Apr,2009-04-01,719
South Africa (Rep Of),2009,4,Apr,2009-04-01,2723
South Asia,2009,4,Apr,2009-04-01,73709
South Korea,2009,4,Apr,2009-04-01,21323
Southeast Asia,2009,4,Apr,2009-04-01,292558
Spain,2009,4,Apr,2009-04-01,1965
Sri Lanka,2009,4,Apr,2009-04-01,7845
Sweden,2009,4,Apr,2009-04-01,2597
Switzerland,2009,4,Apr,2009-04-01,6162
Taiwan,2009,4,Apr,2009-04-01,11970
Thailand,2009,4,Apr,2009-04-01,32151
Total International Visitor Arrivals By Place Of Residence,2009,4,Apr,2009-04-01,778975
USA,2009,4,Apr,2009-04-01,28287
United Arab Emirates,2009,4,Apr,2009-04-01,4177
United Kingdom,2009,4,Apr,2009-04-01,41624
Vietnam,2009,4,Apr,2009-04-01,21663
West Asia,2009,4,Apr,2009-04-01,7817
Africa,2009,5,May,2009-05-01,5007
Americas,2009,5,May,2009-05-01,33982
Australia,2009,5,May,2009-05-01,59136
Bangladesh,2009,5,May,2009-05-01,6427
Belgium & Luxembourg,2009,5,May,2009-05-01,1316
Brunei Darussalam,2009,5,May,2009-05-01,3935
Canada,2009,5,May,2009-05-01,4956
China,2009,5,May,2009-05-01,52058
Denmark,2009,5,May,2009-05-01,1682
Egypt,2009,5,May,2009-05-01,220
Europe,2009,5,May,2009-05-01,82992
Finland,2009,5,May,2009-05-01,1202
France,2009,5,May,2009-05-01,8642
Germany,2009,5,May,2009-05-01,11002
Greater China,2009,5,May,2009-05-01,86145
Hong Kong SAR,2009,5,May,2009-05-01,21529
India,2009,5,May,2009-05-01,90395
Indonesia,2009,5,May,2009-05-01,129444
Iran,2009,5,May,2009-05-01,790
Israel,2009,5,May,2009-05-01,745
Italy,2009,5,May,2009-05-01,3069
Japan,2009,5,May,2009-05-01,29800
Kuwait,2009,5,May,2009-05-01,276
Malaysia,2009,5,May,2009-05-01,54995
Mauritius,2009,5,May,2009-05-01,605
Myanmar,2009,5,May,2009-05-01,5512
Netherlands,2009,5,May,2009-05-01,4889
New Zealand,2009,5,May,2009-05-01,7963
North Asia,2009,5,May,2009-05-01,51730
Norway,2009,5,May,2009-05-01,1741
Oceania,2009,5,May,2009-05-01,68000
Other Markets In Africa,2009,5,May,2009-05-01,1964
Other Markets In Americas,2009,5,May,2009-05-01,2194
Other Markets In Europe,2009,5,May,2009-05-01,7129
Other Markets In Greater China,2009,5,May,2009-05-01,956
Other Markets In North Asia,2009,5,May,2009-05-01,76
Other Markets In Oceania,2009,5,May,2009-05-01,901
Other Markets In South Asia,2009,5,May,2009-05-01,1698
Other Markets In Southeast Asia,2009,5,May,2009-05-01,2941
Other Markets In West Asia,2009,5,May,2009-05-01,1212
Others,2009,5,May,2009-05-01,10
Pakistan,2009,5,May,2009-05-01,1460
Philippines,2009,5,May,2009-05-01,42460
Rep Of Ireland,2009,5,May,2009-05-01,1423
Russian Federation,2009,5,May,2009-05-01,3563
Saudi Arabia,2009,5,May,2009-05-01,671
South Africa (Rep Of),2009,5,May,2009-05-01,2218
South Asia,2009,5,May,2009-05-01,104524
South Korea,2009,5,May,2009-05-01,21854
Southeast Asia,2009,5,May,2009-05-01,286750
Spain,2009,5,May,2009-05-01,1898
Sri Lanka,2009,5,May,2009-05-01,4544
Sweden,2009,5,May,2009-05-01,1621
Switzerland,2009,5,May,2009-05-01,4392
Taiwan,2009,5,May,2009-05-01,11602
Thailand,2009,5,May,2009-05-01,27066
Total International Visitor Arrivals By Place Of Residence,2009,5,May,2009-05-01,726391
USA,2009,5,May,2009-05-01,26832
United Arab Emirates,2009,5,May,2009-05-01,3557
United Kingdom,2009,5,May,2009-05-01,29423
Vietnam,2009,5,May,2009-05-01,20397
West Asia,2009,5,May,2009-05-01,7251
Africa,2009,6,Jun,2009-06-01,5626
Americas,2009,6,Jun,2009-06-01,39140
Australia,2009,6,Jun,2009-06-01,65796
Bangladesh,2009,6,Jun,2009-06-01,7387
Belgium & Luxembourg,2009,6,Jun,2009-06-01,1447
Brunei Darussalam,2009,6,Jun,2009-06-01,5618
Canada,2009,6,Jun,2009-06-01,4495
China,2009,6,Jun,2009-06-01,41650
Denmark,2009,6,Jun,2009-06-01,1803
Egypt,2009,6,Jun,2009-06-01,383
Europe,2009,6,Jun,2009-06-01,78469
Finland,2009,6,Jun,2009-06-01,1332
France,2009,6,Jun,2009-06-01,7685
Germany,2009,6,Jun,2009-06-01,10373
Greater China,2009,6,Jun,2009-06-01,76165
Hong Kong SAR,2009,6,Jun,2009-06-01,21703
India,2009,6,Jun,2009-06-01,78538
Indonesia,2009,6,Jun,2009-06-01,159603
Iran,2009,6,Jun,2009-06-01,1362
Israel,2009,6,Jun,2009-06-01,846
Italy,2009,6,Jun,2009-06-01,3038
Japan,2009,6,Jun,2009-06-01,28060
Kuwait,2009,6,Jun,2009-06-01,572
Malaysia,2009,6,Jun,2009-06-01,61465
Mauritius,2009,6,Jun,2009-06-01,920
Myanmar,2009,6,Jun,2009-06-01,5150
Netherlands,2009,6,Jun,2009-06-01,4654
New Zealand,2009,6,Jun,2009-06-01,9342
North Asia,2009,6,Jun,2009-06-01,49216
Norway,2009,6,Jun,2009-06-01,2096
Oceania,2009,6,Jun,2009-06-01,76157
Other Markets In Africa,2009,6,Jun,2009-06-01,1888
Other Markets In Americas,2009,6,Jun,2009-06-01,2030
Other Markets In Europe,2009,6,Jun,2009-06-01,7017
Other Markets In Greater China,2009,6,Jun,2009-06-01,1326
Other Markets In North Asia,2009,6,Jun,2009-06-01,165
Other Markets In Oceania,2009,6,Jun,2009-06-01,1019
Other Markets In South Asia,2009,6,Jun,2009-06-01,2015
Other Markets In Southeast Asia,2009,6,Jun,2009-06-01,2184
Other Markets In West Asia,2009,6,Jun,2009-06-01,1750
Others,2009,6,Jun,2009-06-01,34
Pakistan,2009,6,Jun,2009-06-01,3014
Philippines,2009,6,Jun,2009-06-01,33487
Rep Of Ireland,2009,6,Jun,2009-06-01,1910
Russian Federation,2009,6,Jun,2009-06-01,2892
